ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
65335,2016,October,Monday,18,Suicide-related,No,No,71,Cabbagetown-South St.James Town
65336,2016,October,Monday,18,Overdose,Yes,No,124,Kennedy Park
65337,2016,October,Monday,20,Suicide-related,No,No,86,Roncesvalles
65338,2016,October,Monday,9,Person in Crisis,No,No,161,Humber Bay Shores
65339,2016,October,Monday,7,Overdose,No,No,159,Etobicoke City Centre
65340,2016,October,Monday,12,Person in Crisis,No,No,40,St.Andrew-Windfields
65341,2016,October,Monday,8,Person in Crisis,No,No,87,High Park-Swansea
65342,2016,October,Monday,22,Person in Crisis,Yes,Yes,39,Bedford Park-Nortown
65343,2016,October,Monday,0,Suicide-related,No,No,103,Lawrence Park South
65344,2016,October,Monday,8,Person in Crisis,No,No,153,Avondale
65345,2016,October,Monday,8,Person in Crisis,No,No,41,Bridle Path-Sunnybrook-York Mills
65486,2016,October,Thursday,15,Person in Crisis,No,No,2,Mount Olive-Silverstone-Jamestown
65487,2016,October,Thursday,0,Suicide-related,Yes,Yes,170,Yonge-Bay Corridor
65488,2016,October,Thursday,23,Suicide-related,No,No,95,Annex
65489,2016,October,Thursday,14,Person in Crisis,Yes,Yes,2,Mount Olive-Silverstone-Jamestown
65490,2016,October,Thursday,12,Person in Crisis,No,No,97,Yonge-St.Clair
65491,2016,October,Thursday,15,Person in Crisis,No,No,170,Yonge-Bay Corridor
65492,2016,October,Thursday,10,Person in Crisis,No,No,154,Oakdale-Beverley Heights
65493,2016,October,Thursday,0,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
65494,2016,October,Thursday,7,Person in Crisis,No,No,168,Downtown Yonge East
65495,2016,October,Thursday,9,Person in Crisis,No,No,125,Ionview
65496,2016,October,Thursday,15,Suicide-related,No,No,73,Moss Park
65497,2016,October,Thursday,13,Person in Crisis,Yes,No,7,Willowridge-Martingrove-Richview
65498,2016,October,Thursday,11,Person in Crisis,No,No,68,North Riverdale
65499,2016,October,Thursday,17,Person in Crisis,No,No,113,Weston
65500,2016,October,Thursday,22,Person in Crisis,No,No,155,Downsview
65501,2016,October,Thursday,16,Person in Crisis,No,No,162,West Queen West
65502,2016,October,Thursday,0,Person in Crisis,No,No,167,Church-Wellesley
65503,2016,October,Thursday,19,Person in Crisis,No,No,27,York University Heights
65504,2016,October,Thursday,19,Person in Crisis,No,No,168,Downtown Yonge East
65505,2016,October,Thursday,22,Person in Crisis,No,No,47,Don Valley Village
65506,2016,October,Thursday,21,Suicide-related,Yes,Yes,135,Morningside
65507,2016,October,Thursday,0,Person in Crisis,No,No,73,Moss Park
65508,2016,October,Thursday,17,Person in Crisis,Yes,Yes,163,Fort York-Liberty Village
65509,2016,October,Thursday,17,Person in Crisis,No,No,13,Etobicoke West Mall
65510,2016,October,Thursday,9,Person in Crisis,No,No,13,Etobicoke West Mall
65511,2016,October,Thursday,21,Person in Crisis,No,No,170,Yonge-Bay Corridor
65512,2016,October,Thursday,14,Suicide-related,No,No,79,University
65513,2016,October,Thursday,5,Person in Crisis,No,No,40,St.Andrew-Windfields
65514,2016,October,Thursday,22,Person in Crisis,No,No,169,Bay-Cloverhill
65515,2016,October,Thursday,18,Suicide-related,No,No,22,Humbermede
65516,2016,October,Thursday,16,Person in Crisis,No,No,121,Oakridge
65517,2016,October,Thursday,15,Person in Crisis,Yes,Yes,100,Yonge-Eglinton
65518,2016,October,Thursday,14,Person in Crisis,Yes,Yes,74,North St.James Town
65519,2016,October,Thursday,13,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
65520,2016,October,Thursday,1,Suicide-related,No,No,103,Lawrence Park South
65521,2016,October,Thursday,14,Person in Crisis,No,No,32,Englemount-Lawrence
65522,2016,October,Thursday,13,Person in Crisis,No,No,42,Banbury-Don Mills
65523,2016,October,Thursday,0,Person in Crisis,No,No,73,Moss Park
65524,2016,October,Thursday,17,Suicide-related,Yes,No,87,High Park-Swansea
65525,2016,October,Thursday,15,Person in Crisis,Yes,Yes,31,Yorkdale-Glen Park
65526,2016,October,Thursday,12,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
65527,2016,October,Thursday,13,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
65528,2016,October,Thursday,23,Person in Crisis,No,No,142,Woburn North
65529,2016,October,Thursday,14,Person in Crisis,No,No,170,Yonge-Bay Corridor
65530,2016,October,Thursday,12,Person in Crisis,Yes,No,142,Woburn North
65531,2016,October,Thursday,11,Suicide-related,Yes,Yes,73,Moss Park
65532,2016,October,Thursday,1,Person in Crisis,No,No,95,Annex
65533,2016,October,Thursday,19,Person in Crisis,No,No,134,Highland Creek
65534,2016,October,Thursday,11,Suicide-related,Yes,Yes,84,Little Portugal
65535,2016,October,Thursday,14,Suicide-related,Yes,No,95,Annex
65536,2016,October,Thursday,19,Person in Crisis,Yes,No,162,West Queen West
65537,2016,October,Thursday,12,Suicide-related,Yes,No,168,Downtown Yonge East
65538,2016,October,Thursday,15,Person in Crisis,No,No,80,Palmerston-Little Italy
65539,2016,October,Thursday,17,Overdose,No,No,62,East End-Danforth
65540,2016,October,Thursday,20,Overdose,Yes,No,163,Fort York-Liberty Village
65541,2016,October,Thursday,19,Suicide-related,No,No,97,Yonge-St.Clair
65542,2016,October,Thursday,23,Suicide-related,No,No,120,Clairlea-Birchmount
65543,2016,October,Thursday,21,Person in Crisis,No,No,170,Yonge-Bay Corridor
65544,2016,October,Thursday,23,Person in Crisis,No,No,122,Birchcliffe-Cliffside
65545,2016,October,Thursday,17,Suicide-related,No,No,73,Moss Park
65546,2016,October,Thursday,20,Person in Crisis,No,No,79,University
65547,2016,October,Thursday,14,Person in Crisis,No,No,170,Yonge-Bay Corridor
65548,2016,October,Thursday,23,Suicide-related,No,No,32,Englemount-Lawrence
65549,2016,October,Thursday,13,Person in Crisis,No,No,21,Humber Summit
65550,2016,October,Thursday,6,Person in Crisis,No,No,2,Mount Olive-Silverstone-Jamestown
65551,2016,October,Thursday,22,Suicide-related,Yes,No,56,Leaside-Bennington
65552,2016,October,Thursday,17,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
65553,2016,October,Thursday,18,Suicide-related,Yes,Yes,170,Yonge-Bay Corridor
65554,2016,October,Thursday,17,Person in Crisis,No,No,13,Etobicoke West Mall
65555,2016,October,Thursday,19,Overdose,Yes,No,16,Stonegate-Queensway
65556,2016,October,Thursday,8,Person in Crisis,Yes,No,168,Downtown Yonge East
65557,2016,October,Thursday,11,Person in Crisis,Yes,Yes,90,Junction Area
65558,2016,October,Thursday,10,Person in Crisis,Yes,Yes,42,Banbury-Don Mills
65559,2016,October,Thursday,9,Person in Crisis,No,No,68,North Riverdale
65560,2016,October,Thursday,12,Person in Crisis,Yes,Yes,78,Kensington-Chinatown
65561,2016,October,Thursday,0,Suicide-related,Yes,No,22,Humbermede
65562,2016,October,Thursday,0,Person in Crisis,Yes,Yes,167,Church-Wellesley
65622,2016,October,Saturday,19,Person in Crisis,Yes,Yes,43,Victoria Village
65623,2016,October,Saturday,12,Person in Crisis,No,No,65,Greenwood-Coxwell
65624,2016,October,Saturday,16,Person in Crisis,No,No,164,Wellington Place
65625,2016,October,Saturday,16,Person in Crisis,Yes,Yes,125,Ionview
65626,2016,October,Saturday,22,Person in Crisis,No,No,171,Junction-Wallace Emerson
65627,2016,October,Saturday,3,Suicide-related,No,No,89,Runnymede-Bloor West Village
65628,2016,October,Saturday,19,Suicide-related,No,No,162,West Queen West
65629,2016,October,Saturday,21,Suicide-related,No,No,55,Thorncliffe Park
65630,2016,October,Saturday,3,Person in Crisis,Yes,Yes,25,Glenfield-Jane Heights
65631,2016,October,Saturday,15,Suicide-related,Yes,Yes,28,Rustic
65632,2016,October,Saturday,11,Suicide-related,No,No,163,Fort York-Liberty Village
65633,2016,October,Saturday,2,Suicide-related,Yes,Yes,72,Regent Park
65634,2016,October,Saturday,21,Suicide-related,Yes,Yes,154,Oakdale-Beverley Heights
65635,2016,October,Saturday,23,Overdose,Yes,Yes,33,Clanton Park
65636,2016,October,Saturday,11,Person in Crisis,Yes,No,161,Humber Bay Shores
65637,2016,October,Saturday,16,Suicide-related,Yes,No,118,Tam O'Shanter-Sullivan
65638,2016,October,Saturday,15,Person in Crisis,No,No,95,Annex
65639,2016,October,Saturday,9,Person in Crisis,Yes,Yes,35,Westminster-Branson
65640,2016,October,Saturday,22,Person in Crisis,No,No,168,Downtown Yonge East
65641,2016,October,Saturday,8,Person in Crisis,No,No,92,Corso Italia-Davenport
65642,2016,October,Saturday,17,Suicide-related,No,No,7,Willowridge-Martingrove-Richview
65643,2016,October,Saturday,1,Suicide-related,No,No,73,Moss Park
65644,2016,October,Saturday,2,Person in Crisis,No,No,94,Wychwood
65645,2016,October,Saturday,6,Suicide-related,No,No,78,Kensington-Chinatown
65646,2016,October,Saturday,15,Suicide-related,Yes,Yes,78,Kensington-Chinatown
65647,2016,October,Saturday,0,Person in Crisis,No,No,73,Moss Park
65648,2016,October,Saturday,0,Person in Crisis,No,No,170,Yonge-Bay Corridor
65649,2016,October,Saturday,23,Suicide-related,Yes,Yes,40,St.Andrew-Windfields
65650,2016,October,Saturday,19,Suicide-related,Yes,No,170,Yonge-Bay Corridor
65651,2016,October,Saturday,11,Person in Crisis,No,No,165,Harbourfront-CityPlace
65652,2016,October,Saturday,18,Overdose,No,No,27,York University Heights
65653,2016,October,Saturday,20,Person in Crisis,No,No,73,Moss Park
65654,2016,October,Saturday,14,Person in Crisis,No,No,169,Bay-Cloverhill
65655,2016,October,Saturday,9,Suicide-related,Yes,Yes,79,University
65656,2016,October,Saturday,15,Person in Crisis,No,No,48,Hillcrest Village
65657,2016,October,Saturday,14,Person in Crisis,No,No,43,Victoria Village
65658,2016,October,Saturday,20,Suicide-related,Yes,No,125,Ionview
65659,2016,October,Saturday,10,Person in Crisis,Yes,Yes,128,Agincourt South-Malvern West
65660,2016,October,Saturday,14,Overdose,Yes,No,171,Junction-Wallace Emerson
65661,2016,October,Saturday,14,Person in Crisis,No,No,119,Wexford/Maryvale
65662,2016,October,Saturday,16,Overdose,No,No,46,Pleasant View
65663,2016,October,Saturday,14,Person in Crisis,No,No,71,Cabbagetown-South St.James Town
65664,2016,October,Saturday,16,Overdose,No,No,65,Greenwood-Coxwell
65665,2016,October,Saturday,17,Person in Crisis,Yes,Yes,155,Downsview
65666,2016,October,Saturday,2,Suicide-related,No,No,62,East End-Danforth
65667,2016,October,Saturday,3,Suicide-related,Yes,No,1,West Humber-Clairville
65668,2016,October,Saturday,19,Person in Crisis,No,No,90,Junction Area
65669,2016,October,Saturday,17,Suicide-related,No,No,69,Blake-Jones
65670,2016,October,Saturday,12,Suicide-related,Yes,Yes,44,Flemingdon Park
65671,2016,October,Saturday,15,Person in Crisis,No,No,168,Downtown Yonge East
65672,2016,October,Saturday,10,Person in Crisis,No,No,111,Rockcliffe-Smythe
65673,2016,October,Saturday,17,Person in Crisis,Yes,Yes,7,Willowridge-Martingrove-Richview
65674,2016,October,Saturday,21,Suicide-related,Yes,Yes,7,Willowridge-Martingrove-Richview
65675,2016,October,Saturday,11,Person in Crisis,Yes,Yes,41,Bridle Path-Sunnybrook-York Mills
65676,2016,October,Saturday,18,Suicide-related,Yes,No,74,North St.James Town
65677,2016,October,Saturday,19,Overdose,No,No,169,Bay-Cloverhill
65678,2016,October,Saturday,17,Person in Crisis,No,No,95,Annex
66066,2016,October,Friday,15,Person in Crisis,No,No,170,Yonge-Bay Corridor
66067,2016,October,Friday,10,Person in Crisis,No,No,170,Yonge-Bay Corridor
66068,2016,October,Friday,19,Person in Crisis,No,No,63,The Beaches
66069,2016,October,Friday,15,Person in Crisis,Yes,Yes,37,Willowdale West
66070,2016,October,Friday,15,Person in Crisis,No,No,35,Westminster-Branson
66071,2016,October,Friday,7,Person in Crisis,No,No,83,Dufferin Grove
66072,2016,October,Friday,14,Overdose,No,No,170,Yonge-Bay Corridor
66073,2016,October,Friday,13,Person in Crisis,No,No,81,Trinity-Bellwoods
66074,2016,October,Friday,23,Person in Crisis,No,No,78,Kensington-Chinatown
66075,2016,October,Friday,15,Person in Crisis,Yes,Yes,15,Kingsway South
66076,2016,October,Friday,9,Person in Crisis,No,No,107,Oakwood Village
66077,2016,October,Friday,11,Person in Crisis,No,No,164,Wellington Place
66078,2016,October,Friday,10,Person in Crisis,No,No,25,Glenfield-Jane Heights
66079,2016,October,Friday,12,Suicide-related,No,No,120,Clairlea-Birchmount
66080,2016,October,Friday,18,Person in Crisis,No,No,36,Newtonbrook West
66081,2016,October,Friday,12,Person in Crisis,Yes,Yes,170,Yonge-Bay Corridor
66082,2016,October,Friday,15,Person in Crisis,Yes,Yes,68,North Riverdale
66083,2016,October,Friday,19,Person in Crisis,No,No,73,Moss Park
66084,2016,October,Friday,16,Person in Crisis,No,No,73,Moss Park
66085,2016,October,Friday,13,Person in Crisis,Yes,No,73,Moss Park
66086,2016,October,Friday,13,Suicide-related,Yes,No,144,Morningside Heights
66087,2016,October,Friday,21,Person in Crisis,No,No,145,Malvern West
66088,2016,October,Friday,15,Overdose,Yes,Yes,3,Thistletown-Beaumond Heights
66089,2016,October,Friday,14,Suicide-related,Yes,No,73,Moss Park
66090,2016,October,Friday,20,Person in Crisis,No,No,167,Church-Wellesley
66091,2016,October,Friday,17,Suicide-related,Yes,Yes,111,Rockcliffe-Smythe
66092,2016,October,Friday,18,Suicide-related,Yes,Yes,35,Westminster-Branson
66093,2016,October,Friday,13,Person in Crisis,No,No,162,West Queen West
66094,2016,October,Friday,22,Suicide-related,No,No,157,Bendale South
66095,2016,October,Friday,11,Overdose,No,No,101,Forest Hill South
66096,2016,October,Friday,9,Overdose,Yes,No,73,Moss Park
66097,2016,October,Friday,19,Person in Crisis,Yes,No,65,Greenwood-Coxwell
66098,2016,October,Friday,13,Person in Crisis,No,No,25,Glenfield-Jane Heights
66099,2016,October,Friday,11,Suicide-related,No,No,53,Henry Farm
66100,2016,October,Friday,23,Suicide-related,Yes,Yes,169,Bay-Cloverhill
66101,2016,October,Friday,17,Person in Crisis,Yes,No,143,West Rouge
66102,2016,October,Friday,16,Person in Crisis,Yes,Yes,90,Junction Area
66103,2016,October,Friday,21,Person in Crisis,No,No,1,West Humber-Clairville
66104,2016,October,Friday,12,Person in Crisis,No,No,47,Don Valley Village
66105,2016,October,Friday,14,Person in Crisis,No,No,138,Eglinton East
66106,2016,October,Friday,13,Person in Crisis,No,No,37,Willowdale West
66107,2016,October,Friday,15,Suicide-related,No,No,159,Etobicoke City Centre
66108,2016,October,Friday,18,Person in Crisis,No,No,87,High Park-Swansea
66109,2016,October,Friday,8,Person in Crisis,Yes,No,95,Annex
66110,2016,October,Friday,16,Person in Crisis,No,No,136,West Hill
66111,2016,October,Friday,22,Person in Crisis,No,No,32,Englemount-Lawrence
66112,2016,October,Friday,16,Person in Crisis,No,No,167,Church-Wellesley
66113,2016,October,Friday,21,Suicide-related,Yes,Yes,1,West Humber-Clairville
66114,2016,October,Friday,15,Person in Crisis,Yes,Yes,159,Etobicoke City Centre
66115,2016,October,Friday,12,Person in Crisis,Yes,Yes,87,High Park-Swansea
66116,2016,October,Friday,21,Suicide-related,Yes,Yes,78,Kensington-Chinatown
66117,2016,October,Friday,1,Person in Crisis,No,No,85,South Parkdale
66118,2016,October,Friday,11,Person in Crisis,Yes,Yes,128,Agincourt South-Malvern West
66119,2016,October,Friday,9,Person in Crisis,No,No,162,West Queen West
66120,2016,October,Friday,22,Overdose,Yes,Yes,166,St Lawrence-East Bayfront-The Islands
66121,2016,October,Friday,22,Person in Crisis,No,No,61,Taylor-Massey
66122,2016,October,Friday,2,Person in Crisis,No,No,20,Alderwood
66123,2016,October,Friday,20,Suicide-related,No,No,73,Moss Park
66124,2016,October,Friday,0,Person in Crisis,No,No,78,Kensington-Chinatown
66125,2016,October,Friday,9,Person in Crisis,No,No,61,Taylor-Massey
66126,2016,October,Friday,9,Suicide-related,No,No,31,Yorkdale-Glen Park
66127,2016,October,Friday,7,Overdose,Yes,No,85,South Parkdale
66128,2016,October,Friday,11,Suicide-related,Yes,Yes,69,Blake-Jones
66129,2016,October,Friday,14,Person in Crisis,Yes,No,73,Moss Park
66130,2016,October,Friday,8,Overdose,Yes,No,63,The Beaches
66131,2016,October,Friday,18,Suicide-related,Yes,Yes,73,Moss Park
66132,2016,October,Friday,14,Person in Crisis,No,No,162,West Queen West
66505,2016,October,Friday,16,Person in Crisis,No,No,65,Greenwood-Coxwell
66506,2016,October,Friday,7,Suicide-related,No,No,57,Broadview North
66507,2016,October,Friday,11,Person in Crisis,Yes,No,170,Yonge-Bay Corridor
66508,2016,October,Friday,21,Person in Crisis,No,No,62,East End-Danforth
66509,2016,October,Friday,16,Person in Crisis,No,No,81,Trinity-Bellwoods
66510,2016,October,Friday,11,Person in Crisis,No,No,162,West Queen West
66511,2016,October,Friday,12,Overdose,Yes,Yes,71,Cabbagetown-South St.James Town
66512,2016,October,Friday,12,Suicide-related,No,No,174,South Eglinton-Davisville
66513,2016,October,Friday,9,Person in Crisis,Yes,Yes,52,Bayview Village
66514,2016,October,Friday,19,Person in Crisis,No,No,83,Dufferin Grove
66515,2016,October,Friday,6,Person in Crisis,No,No,170,Yonge-Bay Corridor
66516,2016,October,Friday,21,Person in Crisis,No,No,167,Church-Wellesley
66517,2016,October,Friday,20,Suicide-related,No,No,167,Church-Wellesley
66518,2016,October,Friday,15,Person in Crisis,No,No,100,Yonge-Eglinton
66519,2016,October,Friday,17,Person in Crisis,No,No,170,Yonge-Bay Corridor
66520,2016,October,Friday,15,Person in Crisis,No,No,138,Eglinton East
66521,2016,October,Friday,15,Overdose,No,No,154,Oakdale-Beverley Heights
66522,2016,October,Friday,12,Person in Crisis,Yes,Yes,100,Yonge-Eglinton
66523,2016,October,Friday,16,Person in Crisis,Yes,Yes,96,Casa Loma
66524,2016,October,Friday,18,Person in Crisis,Yes,Yes,27,York University Heights
66525,2016,October,Friday,11,Suicide-related,No,No,6,Kingsview Village-The Westway
66526,2016,October,Friday,18,Suicide-related,Yes,Yes,25,Glenfield-Jane Heights
66527,2016,October,Friday,12,Suicide-related,Yes,No,170,Yonge-Bay Corridor
66528,2016,October,Friday,8,Person in Crisis,Yes,Yes,2,Mount Olive-Silverstone-Jamestown
66529,2016,October,Friday,23,Overdose,No,No,166,St Lawrence-East Bayfront-The Islands
66530,2016,October,Friday,13,Person in Crisis,No,No,159,Etobicoke City Centre
66531,2016,October,Friday,12,Suicide-related,No,No,44,Flemingdon Park
66532,2016,October,Friday,10,Person in Crisis,Yes,Yes,148,East L'Amoreaux
